prompt,prompt_template,gene_misspelled,gene,chr_name,start,end,igscreen_link_gene,igscreen_link_region
Are there any regulatory elements in chrom14:102139503-102224847?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,14,102139503,102224847,,https://igscreen.wenglab.org/region/chr14:102139503-102224847/browser
Are there any regulatory elements in chrom12:57768471-57772119?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,12,57768471,57772119,,https://igscreen.wenglab.org/region/chr12:57768471-57772119/browser
Are there any regulatory elements in chrom9:21409117-21410185?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,9,21409117,21410185,,https://igscreen.wenglab.org/region/chr9:21409117-21410185/browser
Are there any regulatory elements in chrom3:49674014-49683971?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,49674014,49683971,,https://igscreen.wenglab.org/region/chr3:49674014-49683971/browser
Are there any regulatory elements in chromX:120109051-120245267?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,X,120109051,120245267,,https://igscreen.wenglab.org/region/chrX:120109051-120245267/browser
Are there any regulatory elements in chrom2:99141485-99322741?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,2,99141485,99322741,,https://igscreen.wenglab.org/region/chr2:99141485-99322741/browser
Are there any regulatory elements in chrom11:86441108-86672636?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,86441108,86672636,,https://igscreen.wenglab.org/region/chr11:86441108-86672636/browser
Are there any regulatory elements in chrom1:203765177-203778175?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,203765177,203778175,,https://igscreen.wenglab.org/region/chr1:203765177-203778175/browser
Are there any regulatory elements in chrom17:81666737-81673904?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,17,81666737,81673904,,https://igscreen.wenglab.org/region/chr17:81666737-81673904/browser
Are there any regulatory elements in chrom11:61361964-61377890?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,61361964,61377890,,https://igscreen.wenglab.org/region/chr11:61361964-61377890/browser
Are there any regulatory elements in chrom1:2184461-2212720?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,2184461,2212720,,https://igscreen.wenglab.org/region/chr1:2184461-2212720/browser
Are there any regulatory elements in chrom3:196739857-196832647?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,196739857,196832647,,https://igscreen.wenglab.org/region/chr3:196739857-196832647/browser
Are there any regulatory elements in chrom21:13609777-13645823?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,21,13609777,13645823,,https://igscreen.wenglab.org/region/chr21:13609777-13645823/browser
Are there any regulatory elements in chrom1:235328570-235448952?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,235328570,235448952,,https://igscreen.wenglab.org/region/chr1:235328570-235448952/browser
Are there any regulatory elements in chrom17:42113111-42121367?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,17,42113111,42121367,,https://igscreen.wenglab.org/region/chr17:42113111-42121367/browser
Are there any regulatory elements in chrom1:158127287-158128301?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,158127287,158128301,,https://igscreen.wenglab.org/region/chr1:158127287-158128301/browser
Are there any regulatory elements in chrom12:9881489-9895833?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,12,9881489,9895833,,https://igscreen.wenglab.org/region/chr12:9881489-9895833/browser
Are there any regulatory elements in chrom22:19449911-19479202?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,22,19449911,19479202,,https://igscreen.wenglab.org/region/chr22:19449911-19479202/browser
Are there any regulatory elements in chrom2:62673851-63046487?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,2,62673851,63046487,,https://igscreen.wenglab.org/region/chr2:62673851-63046487/browser
Are there any regulatory elements in chrom4:125314918-125492932?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,4,125314918,125492932,,https://igscreen.wenglab.org/region/chr4:125314918-125492932/browser
Are there any regulatory elements in chrom13:77042474-77327094?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,13,77042474,77327094,,https://igscreen.wenglab.org/region/chr13:77042474-77327094/browser
Are there any regulatory elements in chrom15:55202966-55319113?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,15,55202966,55319113,,https://igscreen.wenglab.org/region/chr15:55202966-55319113/browser
Are there any regulatory elements in chrom11:1620958-1622138?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,1620958,1622138,,https://igscreen.wenglab.org/region/chr11:1620958-1622138/browser
Are there any regulatory elements in chrom3:11790442-11846919?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,11790442,11846919,,https://igscreen.wenglab.org/region/chr3:11790442-11846919/browser
Are there any regulatory elements in chrom11:96389989-96507574?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,96389989,96507574,,https://igscreen.wenglab.org/region/chr11:96389989-96507574/browser
Are there any regulatory elements in chrom11:36483769-36510272?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,36483769,36510272,,https://igscreen.wenglab.org/region/chr11:36483769-36510272/browser
Are there any regulatory elements in chrom19:4090321-4124122?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,19,4090321,4124122,,https://igscreen.wenglab.org/region/chr19:4090321-4124122/browser
Are there any regulatory elements in chrom10:114821744-114899832?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,10,114821744,114899832,,https://igscreen.wenglab.org/region/chr10:114821744-114899832/browser
Are there any regulatory elements in chrom19:39268396-39270188?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,19,39268396,39270188,,https://igscreen.wenglab.org/region/chr19:39268396-39270188/browser
Are there any regulatory elements in chrom11:69653076-69675416?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,69653076,69675416,,https://igscreen.wenglab.org/region/chr11:69653076-69675416/browser
Are there any regulatory elements in chrom16:30740642-30745196?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,16,30740642,30745196,,https://igscreen.wenglab.org/region/chr16:30740642-30745196/browser
Are there any regulatory elements in chrom8:94925972-94949378?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,8,94925972,94949378,,https://igscreen.wenglab.org/region/chr8:94925972-94949378/browser
Are there any regulatory elements in chrom17:39687914-39730426?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,17,39687914,39730426,,https://igscreen.wenglab.org/region/chr17:39687914-39730426/browser
Are there any regulatory elements in chrom2:37167820-37196598?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,2,37167820,37196598,,https://igscreen.wenglab.org/region/chr2:37167820-37196598/browser
Are there any regulatory elements in chrom19:40798996-40808434?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,19,40798996,40808434,,https://igscreen.wenglab.org/region/chr19:40798996-40808434/browser
Are there any regulatory elements in chrom6:31809619-31815283?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,6,31809619,31815283,,https://igscreen.wenglab.org/region/chr6:31809619-31815283/browser
Are there any regulatory elements in chrom19:55452985-55462343?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,19,55452985,55462343,,https://igscreen.wenglab.org/region/chr19:55452985-55462343/browser
Are there any regulatory elements in chrom8:26383054-26505636?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,8,26383054,26505636,,https://igscreen.wenglab.org/region/chr8:26383054-26505636/browser
Are there any regulatory elements in chrom10:104309698-104338465?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,10,104309698,104338465,,https://igscreen.wenglab.org/region/chr10:104309698-104338465/browser
Are there any regulatory elements in chrom7:131500262-131558217?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,7,131500262,131558217,,https://igscreen.wenglab.org/region/chr7:131500262-131558217/browser
Are there any regulatory elements in chrom14:35538352-35809304?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,14,35538352,35809304,,https://igscreen.wenglab.org/region/chr14:35538352-35809304/browser
Are there any regulatory elements in chrom11:17719571-17722136?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,17719571,17722136,,https://igscreen.wenglab.org/region/chr11:17719571-17722136/browser
Are there any regulatory elements in chrom14:61811974-62112550?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,14,61811974,62112550,,https://igscreen.wenglab.org/region/chr14:61811974-62112550/browser
Are there any regulatory elements in chrom3:44975241-45036066?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,44975241,45036066,,https://igscreen.wenglab.org/region/chr3:44975241-45036066/browser
Are there any regulatory elements in chrom21:30718525-30718777?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,21,30718525,30718777,,https://igscreen.wenglab.org/region/chr21:30718525-30718777/browser
Are there any regulatory elements in chrom2:241776822-241804287?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,2,241776822,241804287,,https://igscreen.wenglab.org/region/chr2:241776822-241804287/browser
Are there any regulatory elements in chrom18:49822789-50195164?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,18,49822789,50195164,,https://igscreen.wenglab.org/region/chr18:49822789-50195164/browser
Are there any regulatory elements in chrom10:17644151-17716824?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,10,17644151,17716824,,https://igscreen.wenglab.org/region/chr10:17644151-17716824/browser
Are there any regulatory elements in chrom1:111473792-111478512?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,111473792,111478512,,https://igscreen.wenglab.org/region/chr1:111473792-111478512/browser
Are there any regulatory elements in chrom17:47253897-47344292?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,17,47253897,47344292,,https://igscreen.wenglab.org/region/chr17:47253897-47344292/browser
Are there any regulatory elements in chrom5:5420664-5490220?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,5,5420664,5490220,,https://igscreen.wenglab.org/region/chr5:5420664-5490220/browser
Are there any regulatory elements in chrom16:21663968-21761935?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,16,21663968,21761935,,https://igscreen.wenglab.org/region/chr16:21663968-21761935/browser
Are there any regulatory elements in chrom1:66924895-66988619?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,66924895,66988619,,https://igscreen.wenglab.org/region/chr1:66924895-66988619/browser
Are there any regulatory elements in chrom19:53235381-53254898?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,19,53235381,53254898,,https://igscreen.wenglab.org/region/chr19:53235381-53254898/browser
Are there any regulatory elements in chrom15:74179466-74212267?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,15,74179466,74212267,,https://igscreen.wenglab.org/region/chr15:74179466-74212267/browser
Are there any regulatory elements in chrom19:44699151-44710718?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,19,44699151,44710718,,https://igscreen.wenglab.org/region/chr19:44699151-44710718/browser
Are there any regulatory elements in chrom2:110445883-110473075?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,2,110445883,110473075,,https://igscreen.wenglab.org/region/chr2:110445883-110473075/browser
Are there any regulatory elements in chrom5:72439903-72507410?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,5,72439903,72507410,,https://igscreen.wenglab.org/region/chr5:72439903-72507410/browser
Are there any regulatory elements in chrom3:187217282-187291980?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,187217282,187291980,,https://igscreen.wenglab.org/region/chr3:187217282-187291980/browser
Are there any regulatory elements in chrom5:140855883-141012347?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,5,140855883,141012347,,https://igscreen.wenglab.org/region/chr5:140855883-141012347/browser
Are there any regulatory elements in chrom16:28456329-28472336?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,16,28456329,28472336,,https://igscreen.wenglab.org/region/chr16:28456329-28472336/browser
Are there any regulatory elements in chrom12:56101331-56109289?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,12,56101331,56109289,,https://igscreen.wenglab.org/region/chr12:56101331-56109289/browser
Are there any regulatory elements in chrom14:24143362-24147570?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,14,24143362,24147570,,https://igscreen.wenglab.org/region/chr14:24143362-24147570/browser
Are there any regulatory elements in chrom11:108472112-108498405?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,108472112,108498405,,https://igscreen.wenglab.org/region/chr11:108472112-108498405/browser
Are there any regulatory elements in chrom10:69630247-69633596?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,10,69630247,69633596,,https://igscreen.wenglab.org/region/chr10:69630247-69633596/browser
Are there any regulatory elements in chrom3:141051347-141148611?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,141051347,141148611,,https://igscreen.wenglab.org/region/chr3:141051347-141148611/browser
Are there any regulatory elements in chrom7:77696459-77783022?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,7,77696459,77783022,,https://igscreen.wenglab.org/region/chr7:77696459-77783022/browser
Are there any regulatory elements in chrom20:4220630-4249287?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,20,4220630,4249287,,https://igscreen.wenglab.org/region/chr20:4220630-4249287/browser
